,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
44485,2014-fa,HORT,447,Horticultural Plant Breeding,5,8,2,2,1,0,0,3,0,0,0,0,0,0,"Juvik, John A"
53649,2014-fa,IB,473,Plant Genomics,7,8,0,5,4,0,0,0,0,0,0,0,0,1,"Ming, Ray R"
85060,2014-fa,JOUR,452,Great Books of Journalism,0,8,0,0,12,0,0,0,0,0,0,0,2,0,"Harrington, Walter G"
10991,2014-fa,KIN,447,Psych of Sport Performance,0,6,12,5,9,4,1,2,0,0,0,0,0,0,"Hillman, Charles H"
32077,2014-fa,LAW,612,Constitutional Law III,2,2,7,10,6,2,0,0,0,0,0,0,0,0,"Lash, Kurt T"
94058,2014-fa,LAW,618,Natural Resources,0,3,5,6,7,2,2,1,0,0,0,0,0,0,"Freyfogle, Eric T"
66775,2014-fa,LAW,633,Business Associations I - Grad,1,2,12,29,8,0,0,0,0,0,0,0,0,0,"Aviram, Amitai"
49521,2014-fa,LAW,679,Criminal Procedure: Adjudicati,1,1,12,11,4,1,0,0,0,0,1,0,0,0,"Leipold, Andrew D"
77965,2014-fa,LAW,792,Intro to US Law:The Legal Prof,3,9,18,15,6,4,1,0,0,0,0,0,0,0,"Vogel, Michael S"
34464,2014-fa,LAW,792,Children and the Law,0,4,8,4,2,1,0,1,1,0,0,0,0,0,"Etienne, Margareth"
33850,2014-fa,LAW,793,CFI(Intrv'g Couns & Fact Invt),0,12,3,2,5,0,0,0,0,0,0,0,0,0,"Geiler, Lorna K"
85917,2014-fa,LAW,793,Negotiation Skills & Strat,1,7,8,4,0,1,0,0,0,0,0,0,0,0,"Bilz, Kenworthey"
88418,2014-fa,LAW,798,Perspectives on Debt,3,16,1,1,0,0,0,0,0,0,0,0,0,0,"Tabb, Charles J"
26682,2014-fa,LER,597,Employee Motivation & Perfmnce,0,14,5,6,2,0,0,0,0,0,0,0,0,0,"Franz, Gentz H"
98965,2014-fa,LER,598,Impl High Perf Work Systems,2,10,8,1,1,0,0,0,0,0,0,0,0,0,"Cutcher-Gershen, Joel E"
57761,2014-fa,IS,490,Intro to Technology in LIS,16,5,3,0,0,1,0,0,0,0,0,0,0,0,"Mussulman, David E"
53817,2014-fa,LLS,296,Bilingual US Latina/o Culture,3,1,0,1,2,4,0,1,1,1,0,2,11,1,"Romero, Rolando J"
60193,2014-fa,MACS,317,History of Communication,0,12,9,8,2,2,1,0,0,0,1,0,0,1,"Ciafone, Amanda M"
51805,2014-fa,MACS,321,"Banned! Cine., Censor. & Cult.",5,10,11,3,2,4,1,1,2,0,0,0,2,0,"Kozma, Alicia"
61627,2014-fa,MATH,348,Fundamental Mathematics-ACP,2,5,5,3,3,2,0,2,0,0,1,1,0,0,"Malkiewich, Cary L"
27563,2014-fa,MATH,568,Topics in Actuarial Theory II,1,9,4,5,3,1,0,0,0,0,0,0,0,1,"Gorvett, Richard"
25424,2014-fa,MATH,595,Top Ten Algorithms,5,15,2,0,0,0,0,0,0,0,0,0,1,0,"Baryshnikov, Juliy"
69210,2014-fa,ME,450,Modeling Materials Processing,2,12,3,2,0,1,0,1,1,0,0,0,0,0,"Thomas, Brian G"
22617,2014-fa,ME,498,Intro to Nanosci & Nanotech,3,10,6,4,2,0,0,0,0,0,0,0,0,0,"Nam, SungWoo"
37477,2014-fa,MSE,498,Computational Mat'ls Sci & Eng,5,14,3,1,0,2,0,0,1,0,0,0,0,0,"Ferguson, Andrew"
69531,2014-fa,NRES,340,Environ Social Sci Res Meth,3,10,6,4,1,1,0,0,1,0,0,0,0,0,"Cutts, Bethany B"
97837,2014-fa,NUTR,510,Physiology of Immunology,4,13,7,1,2,0,0,0,0,0,0,0,0,0,"Johnson, Rodney W"
16387,2014-fa,PS,199,Amer Political Institutions,8,13,2,5,3,0,1,0,0,0,0,0,0,0,"Sin, Gisela"
19713,2014-fa,PS,300,World War I and IR Theory,0,6,8,3,3,2,2,0,0,0,0,0,0,0,"Vasquez, John A"
74682,2014-fa,PS,352,Gov & Pol of East Europe,1,4,8,7,2,1,0,0,0,0,0,0,0,0,"Leff, Carol S"
69312,2014-fa,PSYC,265,"Power, Status, and Influence",0,3,3,6,16,8,6,1,1,0,5,0,2,0,"Kraus, Michael W"
73684,2014-fa,PSYC,320,The Teenage Years,0,13,18,26,15,9,11,2,3,2,0,0,1,0,"Telzer, Eva"
45159,2014-fa,RLST,408,Islam & Politics in Mid. East,1,9,2,2,3,1,0,1,1,0,0,0,1,0,"Hoffman, Valerie J"
58832,2014-fa,SCAN,240,Arctic Narratives,6,7,5,3,0,0,0,0,0,0,0,0,3,0,"Safstrom, Mark D"
47888,2014-fa,SOC,481,Survey Research,1,9,6,2,1,2,0,2,0,0,0,0,0,0,"Kelley, Margaret S"
97371,2014-fa,SOCW,541,Research Seminar Program Eval,0,7,6,3,3,2,0,1,0,0,1,0,0,1,"Li, Hong"
28349,2014-fa,SPAN,305,The Structure of Spanish,12,3,3,3,2,0,0,0,0,1,0,0,0,0,"MacDonald, Jonathan E"
59012,2014-fa,SPAN,309,Varieties of Spoken Spanish,2,7,7,4,3,3,0,1,0,0,0,0,0,0,"Escobar, Anna M"
40603,2014-fa,SPAN,318,Iberian culture & history,4,9,8,2,0,0,0,0,0,0,0,0,0,0,"Irigoyen Garcia, Javier"
88862,2014-fa,SPED,444,Career Dev & Indiv with Disab,28,2,1,0,1,0,0,0,0,0,0,0,0,0,"Carey, Yvonne A"
37104,2014-fa,STAT,430,Professional Statistics Skills,0,9,13,10,4,0,0,1,1,0,1,0,0,0,"Glosemeyer, Darren W"
99932,2014-fa,TE,298,Foundations/Entrepreneurship,2,7,11,6,1,0,0,0,0,0,0,0,0,0,"Valli, Robert M"
25657,2014-fa,THEA,399,Undergraduate Group Seminar,0,33,0,0,0,0,0,0,0,0,0,0,1,0,"Morrissette, Jason W"
35234,2014-fa,TSM,199,Soil Construction,0,19,1,0,0,0,0,0,0,0,1,0,1,0,"Davidson, Paul C"
78127,2014-fa,UP,509,Economics for Planners,2,12,5,1,1,0,0,0,0,0,0,0,1,0,"Lee, Bumsoo"
88948,2014-sp,ADV,491,Advertising Management Plan,2,19,15,11,3,0,0,0,0,0,0,0,0,0,"DiBerardino, Linnea J"
14861,2014-sp,ADV,494,Persuasion Consumer Response,0,53,16,12,9,6,5,5,1,0,1,0,0,0,"Mitchell, Aishatale"
41363,2014-sp,ANTH,271,Language in Culture-ACP,2,3,10,4,2,6,2,3,2,0,0,0,1,1,"Lo, Adrienne S"
98975,2014-sp,ARCH,374,Arch Design and the City,2,13,8,4,1,1,0,0,0,0,0,0,0,0,"Erickson, Kevin N"
41230,2014-sp,ARCH,563,Soc/Beh Research Designed Env,2,11,1,4,1,1,0,1,0,0,0,0,0,0,"Dearborn, Lynne M"
85413,2014-sp,ARTD,260,Basic Photography,0,12,1,1,3,0,1,2,0,0,1,0,1,0,"Berger, William T"
41893,2014-sp,ARTD,261,Photography II,0,20,0,0,0,0,0,0,1,0,0,0,0,0,"Batten, Luke"
79743,2014-sp,ARTD,330,Design Drawing II,0,0,1,14,5,3,0,0,0,0,0,0,0,0,"Reeder, Kevin"
81192,2014-sp,ARTH,310,African Art and Society I,4,14,5,8,6,3,4,2,1,0,0,0,0,0,"Meier, Sandy"
41222,2014-sp,ASTR,507,Physical Cosmology,0,24,4,0,2,0,0,0,1,0,0,0,0,0,"Fields, Brian D"
59878,2014-sp,ATMS,410,Radar Remote Sensing,1,6,5,4,12,5,2,2,4,0,0,0,1,0,"Rauber, Robert M"
32051,2014-sp,BADM,461,Integrated Project,11,40,0,0,1,0,0,0,0,0,0,0,0,0,"Thurston, Deborah L"
47983,2014-sp,BADM,590,Power & Leadership in Orgs.,2,13,4,2,1,1,0,0,0,0,0,0,0,0,"Kraatz, Matthew S"
75336,2014-sp,BADM,590,Strategic Innovation Managemen,0,26,2,2,2,0,0,0,0,0,0,0,0,0,"Echambadi, Rajagopal"
42914,2014-sp,CEE,407,Airport Design,0,13,14,12,18,1,0,1,0,0,0,0,0,0,"Herrin, Stanley M"
46176,2014-sp,CEE,410,Railway Signaling & Control,0,6,5,3,5,2,1,2,0,0,0,0,0,0,"Barkan, Christopher P"
87780,2014-sp,CEE,515,Traffic Flow Theory,2,4,5,7,7,4,0,0,0,0,0,0,0,0,"Benekohal, Rahim F"
50679,2014-sp,CEE,598,Generalized Finite Element Mth,8,10,0,1,1,1,1,0,0,0,0,0,1,0,"Duarte, Carlos A"
73228,2014-sp,CHLH,125,Intro Kines & Community Health,8,81,0,0,11,0,0,3,0,0,0,0,1,0,"Firkins, Carol H"
18714,2014-sp,CHLH,314,Introduction to Aging,0,65,0,0,7,0,0,1,0,0,1,0,1,0,"Schwingel, Andiara"
92230,2014-sp,CLCV,232,Ancient Greek Sanctuaries,0,5,5,3,4,3,1,1,0,0,0,0,1,1,"Laurence, Karen A"
23637,2014-sp,CMN,396,Personal Relationships & Tech,2,12,4,4,2,3,0,0,0,0,1,0,1,0,"Sharabi, Liesel"
37920,2014-sp,CMN,396,Personal Relationships & Techn,1,5,4,2,10,3,1,2,1,0,0,0,1,0,"Sharabi, Liesel"
86158,2014-sp,CMN,396,eHealth Communication,9,7,5,3,2,0,0,2,1,0,0,0,1,0,"Lee, Chul-Joo"
13048,2014-sp,CMN,411,Organizational Comm Assessment,6,7,12,1,5,1,1,1,0,1,0,0,0,0,"Faughn, Shirley J"
88606,2014-sp,CMN,496,Language & Cognition,2,10,5,3,8,0,0,1,0,0,1,0,1,0,"Jacobs, Curtis S"
40125,2014-sp,CS,373,Theory of Computation,5,26,21,7,15,14,14,24,6,4,3,1,3,0,"Meseguer, Jose"
50364,2014-sp,CS,414,Multimedia Systems,0,11,6,2,12,3,1,3,1,0,0,0,0,0,"Nahrstedt, Klara"
37132,2014-sp,CS,498,Cloud Computing,19,30,20,10,10,2,0,0,0,0,0,0,0,0,"Campbell, R H"
18749,2014-sp,CS,498,Using Tech to Solve Adv Probs,0,11,5,2,3,0,1,0,0,0,0,0,0,0,"Clifton, Rhiannon L"
85011,2014-sp,CS,544,Optimiz in Computer Vision,0,29,0,2,0,0,0,0,0,0,0,0,0,0,"Forsyth, David A"
72261,2014-sp,DANC,106,Hip Hop II,26,2,3,2,0,0,0,0,0,0,0,0,0,0,"Gibson, Elijah"
64276,2014-sp,DANC,131,Production Practicum I,0,20,0,0,0,0,0,1,0,0,0,0,0,0,"Gonner, Brian A"
41313,2014-sp,DANC,310,Ballroom,3,15,5,4,1,2,3,0,0,0,0,0,0,0,"Lopez Ramirez, Sandra P"
87828,2014-sp,DANC,410,Advanced Jazz Technique,0,5,6,2,2,2,1,2,0,0,1,0,1,0,"Gibson, Elijah"
54779,2014-sp,EALC,306,Japan Lit in Translation II,1,4,7,4,0,3,0,1,0,0,0,0,2,1,"Tierney, Robert"
76314,2014-sp,ECE,110,Intro Elec & Computer Engrg,14,34,20,20,24,13,5,8,1,0,0,0,7,0,"Haken, Lippold"
58922,2014-sp,ECE,198,Intro to Computer Engineering,6,14,23,22,32,23,18,19,10,0,14,0,7,0,"Vasudevan, Shobha"
76333,2014-sp,ECE,198,Computer Engineering II,3,6,4,3,2,5,0,3,2,7,1,2,2,0,"Patel, Sanjay J"
77772,2014-sp,ECE,290,Computer Engineering I,2,15,4,6,12,7,4,12,3,2,3,1,4,0,"Brown, Donna J"
64309,2014-sp,ECE,298,Digital System Design Lab,4,6,9,11,11,4,0,1,0,0,0,0,0,0,"Chen, Deming"
36511,2014-sp,ECE,403,Audio Engineering,3,13,9,1,2,0,0,1,0,0,0,0,0,0,"Smaragdis, Paris"
71340,2014-sp,ECE,561,Detection & Estimation Theory,3,8,8,0,1,0,0,1,0,0,0,0,0,0,"Veeravalli, Venugopal V"
61925,2014-sp,ECE,576,Power System Dynm & Stability,5,10,7,1,0,0,0,0,0,0,0,0,0,0,"Overbye, Thomas J"
46833,2014-sp,ECON,490,Economics at the Movies,1,32,9,5,4,0,0,0,0,0,0,0,0,0,"Gottheil, Fred M"
36490,2014-sp,ECON,490,Topics International Finance,3,3,6,6,6,1,2,2,1,0,0,0,1,0,"Dias, Daniel A"
71249,2014-sp,ECON,490,Topics in Game Theory,3,8,6,6,10,3,2,1,2,2,0,0,0,0,"Wang, Yiqun"
85158,2014-sp,ECON,522,International Financial Econ,5,6,6,13,6,0,0,0,0,0,0,0,0,0,"Dias, Daniel A"
20750,2014-sp,ENGL,248,"Brit, Amer & Contin Fiction",1,5,10,5,0,0,0,0,0,0,0,0,0,0,"Hansen, James A"
96393,2014-sp,ENGL,260,Afro-American Literature II,0,6,6,1,5,0,2,2,3,1,0,1,1,0,"Ernstmeyer, Phillip W"
59082,2014-sp,ENGL,274,Contemporary Classics,0,1,3,0,1,2,2,1,2,1,0,0,8,1,"Hutner, Gordon"
91534,2014-sp,ENGL,280,The Fallen Woman,2,12,9,4,2,2,1,0,0,1,0,0,0,0,"Baron, Iryce W"
24495,2014-sp,ENGL,300,American Women Modernists,0,14,2,3,3,1,0,0,0,0,0,0,1,0,"Bauer, Dale"
39038,2014-sp,ENGL,300,New Racial Subjectivities,0,5,4,2,6,2,0,1,0,0,0,0,1,0,"Koshy, Susan"
32010,2014-sp,ENGL,455,Joyce & Textual Excess,1,11,7,2,0,1,0,0,0,0,0,0,1,1,"Mahaffey, Vicki"
72666,2014-sp,ENGL,455,The Coen Brothers,0,10,10,9,3,0,0,0,0,0,0,0,0,0,"Newcomb, John T"
43857,2014-sp,ENGL,481,Comp Theory and Practice,3,15,2,1,0,0,0,0,0,0,0,0,0,1,"Schaffner, Spencer W"
25182,2014-sp,EOL,571,Foundation of Higher Edu,6,19,4,1,0,0,0,0,0,0,0,0,0,0,"Baber, Lorenzo D"
53385,2014-sp,EPS,590,Advanced Graduate Seminar,0,16,9,1,0,0,0,0,0,0,0,0,0,0,"McCarthy, Cameron R"
91619,2014-sp,ESE,497,Field Expedition to Costa Rica,7,4,6,3,0,1,0,0,0,0,0,0,0,0,"Nesbitt, Anna"
30261,2014-sp,FIN,432,Managing Fin Risk for Insurers,0,12,0,0,10,0,0,0,0,0,0,0,0,0,"Davis, Donald W"
48678,2014-sp,FIN,580,Domestic Environmental Policy,1,8,15,7,5,2,0,0,0,0,0,0,0,0,"Deryugina, Tatyana"
57273,2014-sp,FIN,580,Inter. Environmental Policy,2,14,6,12,6,5,0,0,0,0,0,0,0,0,"Deryugina, Tatyana"
59323,2014-sp,FIN,580,Investment Management,0,7,11,1,0,2,0,0,0,0,0,0,0,0,"Goodfriend, Jaimi E"
31546,2014-sp,FSHN,340,Food Production and Service,3,12,4,3,0,0,0,0,0,0,0,0,0,0,"Craft, Jill N"
84132,2014-sp,FSHN,344,Business Etiquette,47,13,5,0,3,1,0,0,0,0,1,0,0,0,"Reutter, Elizabeth F"
35483,2014-sp,FSHN,573,Advanced Food Microbiology,5,13,4,2,0,0,0,0,0,0,0,0,0,0,"Miller, Michael J"
73474,2014-sp,GEOG,379,Introduction to GIS,0,6,15,21,7,12,3,1,5,3,0,2,4,0,"Robinson, Edward"
75249,2014-sp,GEOG,479,Advanced Geog Info Systems,4,6,6,4,4,0,0,0,0,0,0,1,3,0,"Robinson, Edward"
77057,2014-sp,GER,205,Germany and Europe,0,3,8,7,3,0,0,0,0,0,0,0,1,0,"Yildiz, Yasemin"
67101,2014-sp,GLBL,199,Europe in Trouble,6,7,3,0,2,0,0,1,0,0,0,1,1,0,"Dimock, Chase F"
59940,2014-sp,GLBL,296,International Human Rights,0,7,7,5,2,1,1,0,0,0,0,0,0,0,"Bowden, David F"
74387,2014-sp,GLBL,296,Economic Inequality & Democrat,4,5,5,3,3,1,0,2,2,0,0,0,1,0,"Spears, Matthew A"
46531,2014-sp,GLBL,296,Current Conflict Mexico/US Bdr,3,3,1,5,3,0,3,1,0,0,1,3,0,0,"Rosas, Gilberto"
10519,2014-sp,HIST,277,US Native Americans to 1850,0,7,3,6,10,0,2,3,2,2,0,1,1,0,"Hughes, Michael W"
66673,2014-sp,HIST,337,Middle East in 20th Century,0,3,2,7,9,3,2,1,0,0,0,0,0,0,"Cuno, Kenneth M"
25735,2014-sp,HIST,346,The Age of the Renaissance,2,5,7,3,1,2,2,2,1,0,2,0,0,0,"Price, David"
30352,2014-sp,HIST,396,The Irish in Ireland and Amer,0,5,2,4,5,5,0,2,0,0,0,0,1,0,"Barrett, James R"
27965,2014-sp,HIST,410,Decolonization in Africa,0,8,4,2,6,1,0,0,0,0,0,0,1,0,"Brennan, James R"
40107,2014-sp,IB,363,Plants and Their Uses,0,28,0,0,15,0,0,3,0,0,2,0,0,0,"Seigler, David"
50609,2014-sp,INFO,103,Introduction to Programming,10,2,3,2,0,2,1,1,2,0,0,0,1,0,"Cunningham, Ryan M"
52695,2014-sp,ITAL,413,Dante,0,14,8,5,1,0,0,0,0,0,0,1,0,0,"Stoppino, Eleonora"
52539,2014-sp,KOR,222,Korean Reading and Writing II,2,12,0,2,3,0,0,1,1,0,0,0,0,1,"Chun, Audrey S"
74073,2014-sp,LAW,636,Business Associations II,0,2,2,7,6,4,0,1,0,0,0,0,0,0,"Hurt, Angela C"
98148,2014-sp,LAW,651,Tax Exempt Organizations,0,8,9,1,3,2,0,1,0,0,0,0,0,0,"Colombo, John D"
24270,2014-sp,LAW,792,Civil Procedure for LLMs,1,15,10,15,11,4,0,1,0,1,0,0,0,0,"Kordik, Ellen R"
87740,2014-sp,LAW,796,Globalization,0,5,11,3,6,0,0,0,0,0,0,0,0,0,"Keenan, Patrick J"
51197,2014-sp,LAW,796,Comparative Labor Law,1,9,5,7,3,1,0,0,0,0,0,0,0,0,"Finkin, Matthew W"
31095,2014-sp,IS,590,Higher Educ and Info Prof'ls,4,18,3,1,1,0,0,0,0,0,0,0,0,0,"Wong, Melissa A"
24973,2014-sp,MACS,199,A World of Death and Blood,9,6,9,3,2,3,3,0,1,1,0,0,1,0,"Kozma, Alicia"
79499,2014-sp,MACS,395,Movie Spectacle,0,5,9,3,3,2,0,0,2,0,0,1,1,0,"Turnock, Julie"
26812,2014-sp,MBA,505,Legal Aspects of Mgmt Decision,0,7,7,8,4,0,0,0,0,0,0,0,0,0,"Lansing, Paul"
94076,2014-sp,MBA,505,Program Management,1,30,9,3,4,0,1,0,0,0,0,0,0,0,"Taghaboni-Dutta, Fataneh"
69050,2014-sp,MBA,505,Sustainable Bus Enterprises,0,5,23,2,0,0,0,0,0,0,0,0,0,0,"Viswanathan, Madhubalan"
80709,2014-sp,ME,501,Combustion Fundamentals,1,7,4,3,4,3,2,0,0,0,0,0,0,0,"Glumac, Nick G"
95363,2014-sp,MSE,472,Biomaterials Laboratory,0,12,0,0,8,0,0,1,0,0,1,0,0,0,"Gabrielson, Nathan"
54385,2014-sp,MUS,250,University Orchestra,35,1,1,1,0,0,0,1,0,0,0,0,0,0,"Schleicher, Donald J"
72745,2014-sp,MUS,439,Diversity in Music Classrooms,4,12,4,0,3,1,0,0,1,0,0,0,0,0,"Denardo, Gregory F"
78258,2014-sp,MUS,499,Proseminar in Music,12,28,7,0,1,0,0,0,0,0,0,0,0,0,"McNeill, Charles L"
99309,2014-sp,MUS,502,Graduate Theory Review,6,4,4,1,6,2,0,0,0,0,0,0,0,0,"Lund, Erik R"
75261,2014-sp,MUS,524,Sem in Wrks of Select Composer,3,4,5,9,2,0,0,1,0,0,0,0,0,0,"Kinderman, William A"
24463,2014-sp,NRES,425,Natural Resources Law & Policy,8,11,3,1,2,3,1,0,1,0,0,0,0,0,"Endres, Jody M"
22560,2014-sp,NRES,598,Practical Stat Analysis with R,14,5,1,0,0,1,0,0,0,0,0,0,0,0,"Zaya, David N"
80538,2014-sp,PS,200,Foundations of Pol Sci,0,2,8,6,13,14,5,8,3,0,1,1,7,0,"Pack, Tyler J"
81675,2014-sp,PS,300,Bureaucratic Politics,2,11,6,3,2,0,0,0,0,0,0,0,0,0,"Sin, Gisela"
87422,2014-sp,PS,329,Immigration & Citizenship,0,5,2,1,5,2,0,3,0,0,0,0,3,0,"Wong, Cara J"
59583,2014-sp,PS,381,International Conflict - ACP,1,2,6,2,7,1,1,1,0,0,0,0,2,0,"Rudkevich, Gennady"
34265,2014-sp,PS,395,International Organization,11,20,15,10,12,4,2,4,1,0,1,0,2,0,"Hendrickson, Ryan C"
48604,2014-sp,PSYC,332,Lab Meth in Soc Psych,1,11,12,9,32,12,4,10,5,1,1,0,0,1,"Preston, Jesse L"
94812,2014-sp,PSYC,351,Thinking and Reasoning,1,10,2,2,2,1,0,3,0,0,1,0,4,0,"Livengood, Jonathan M"
65387,2014-sp,PSYC,363,Developmental Psych Lab,11,24,6,3,0,1,1,0,0,0,0,0,0,0,"Hyde, Daniel"
45440,2014-sp,PSYC,379,Clinical Psychology Lab,0,13,7,6,6,5,2,2,1,0,0,0,0,1,"Berenbaum, Howard"
41818,2014-sp,PSYC,396,"Power, Status and Influence",2,12,4,11,12,8,7,1,2,0,0,0,1,0,"Kraus, Michael W"
57447,2014-sp,PSYC,484,Ethical Practice of Statistics,9,7,7,2,1,2,0,0,0,0,0,0,0,0,"Hubert, Lawrence J"
13147,2014-sp,PSYC,588,Covar Struct and Factor Models,11,17,4,1,0,0,0,1,0,0,0,0,0,0,"Culpepper, Steven A"
87659,2014-sp,RHET,233,Principles of Composition,0,11,4,1,2,4,0,1,0,0,0,0,0,0,"Fadely, Jonathan P"
11159,2014-sp,RLST,403,Women in Muslim Societies,2,11,8,1,2,0,1,1,0,0,0,0,0,0,"Hoffman, Valerie J"
63928,2014-sp,RST,100,Society and Leisure,31,51,45,35,48,20,20,5,2,3,3,1,7,1,"Shinew, Kimberly J"
92692,2014-sp,RST,101,Orientation to Leisure Studies,11,10,0,0,7,0,0,0,0,0,3,0,1,0,"Paden, Lori Kay"
24565,2014-sp,RST,110,Leisure Service Delivery,0,23,8,4,17,2,0,8,1,0,1,0,2,0,"Raycraft, Michael"
56323,2014-sp,RST,200,Leadership in Leisure Services,0,20,0,0,23,0,0,1,0,0,0,0,0,1,"Hardin, Donald R"
23293,2014-sp,RST,340,Leisure & Facility Management,5,8,15,3,0,0,0,1,0,0,0,0,0,0,"Deterding, Robyn M"
42530,2014-sp,RST,420,HRM in Leisure Organizations,0,7,6,3,14,13,5,7,1,0,4,1,0,0,"McDowell, Jacqueline"
83756,2014-sp,RST,429,Contemporary Issues in Leisure,0,20,6,6,14,11,3,2,0,0,0,0,0,0,"Stodolska, Monika"
85139,2014-sp,SHS,593,Dementia & Assoc Comm Dis,0,28,0,0,0,0,0,1,0,0,0,0,0,0,"Mudar, Raksha"
60176,2014-sp,SOC,122,Africa in World Perspective,6,12,5,6,2,2,2,0,1,0,1,0,1,1,"Dill, Brian J"
34382,2014-sp,SOC,261,Gender Transnatl Perspective,12,16,3,3,3,1,1,1,0,0,0,0,0,0,"Gresh, Rebecca A"
34355,2014-sp,SOC,485,Intermediate Social Statistics,0,4,5,5,4,1,5,2,0,0,0,0,0,1,"Akresh, Ilana R"
32464,2014-sp,SOCW,521,Leadership and Social Change,0,21,0,0,1,0,0,0,0,0,0,0,0,0,"Houston, Elisabeth A"
50215,2014-sp,SOCW,553,HBSE II: Health and Rehab,9,7,3,0,3,0,0,0,0,0,0,0,0,0,"Liechty, Janet M"
22912,2014-sp,SWAH,202,Elementary Swahili II,9,7,1,3,0,0,0,1,0,0,0,0,0,0,"Lutomia, Anne N"
61452,2014-sp,TAM,302,Engineering Design Principles,2,5,3,5,7,2,0,2,0,0,0,0,0,0,"Flachsbart, Bruce R"
91770,2014-sp,THEA,218,Intro to Social Issues Theatre,0,13,3,3,3,1,0,0,0,0,0,0,0,0,"Bright, Latrelle S"
52379,2014-sp,TRST,410,Translation Theory & Practice,9,7,2,0,1,0,0,2,0,0,0,0,0,0,"Giannossa, Leonardo"
77734,2014-sp,TSM,199,Intro to Bioenergy Systems,0,1,4,4,6,8,3,2,1,0,0,0,0,0,"Anderson, Eric"
94498,2014-sp,UKR,113,Ukrainian Culture,3,11,5,8,3,3,0,1,0,0,0,0,0,0,"Wallo, Oleksandra I"
52595,2014-sp,UP,116,Analytical Planning Methods,0,16,4,0,0,0,2,0,0,0,0,0,1,0,"Allred, Dustin"
62003,2014-su,CMN,396,Media & Youth Culture,4,2,0,3,5,4,0,3,1,0,1,0,0,0,"Hebert, Mary Grace B"
30182,2014-su,EPSY,590,Global Issues in Lrn & Pedago,0,25,2,0,3,0,0,0,0,0,1,0,0,1,"Lo, Adrienne S"
62577,2014-su,EPSY,590,Advanced Seminar in Educ Psyc,26,8,0,1,1,0,0,0,0,0,0,0,0,0,"Cope, William"
13969,2014-su,HRD,470,Design of Learning Systems,12,8,2,3,1,1,1,0,0,0,0,0,0,0,"Huang, Wen-Hao"
75940,2014-su,IS,445,Info Books & Resources Youth,1,20,2,0,1,0,0,0,0,0,0,0,0,0,"Diekman, Linda M"
45961,2014-su,RST,199,Sales and Promotion in RST,0,10,0,4,0,0,4,4,0,0,0,0,0,0,"Cupps-Miller, Heather A"
44969,2013-fa,ACE,255,Econ of US Rural Poverty & Dev,1,3,4,4,7,1,0,2,1,0,0,0,1,0,"Allen-Smith, Joyce E"
90105,2013-fa,ACES,409,Bioenergy Systems,1,6,5,1,2,3,6,1,0,0,1,0,0,0,"Anderson, Eric"
70091,2013-fa,AIS,275,Am Indian and Indigenous Film,10,6,1,2,3,1,0,0,0,0,1,0,2,0,"Diaz, Vicente M"
48325,2013-fa,ANSC,109,Meat Pricing and Preparation,3,17,4,5,17,0,0,0,0,0,0,0,0,1,"McKeith, Floyd K"
15927,2013-fa,ANTH,225,Women in Prehistory,2,6,9,2,4,2,2,0,0,0,0,0,1,0,"DeLucia, Kristin"
85582,2013-fa,ANTH,399,Youth and Culture,0,4,6,9,5,1,1,0,0,0,0,0,0,1,"Greenberg, Jessica R"
21104,2013-fa,ANTH,437,Primate Behav Endocrinology,0,10,2,4,1,2,1,1,0,1,1,0,0,0,"Lu, Amy"
45452,2013-fa,ANTH,449,North American Archeology,0,15,2,0,3,0,0,1,0,0,0,0,0,0,"Pauketat, Timothy R"
46539,2013-fa,ARTD,217,Introduction to Graphic Design,0,10,12,5,0,1,0,0,0,0,2,0,1,0,"Peterson, Matthew"
40263,2013-fa,ARTD,225,Design Drawing I,0,6,7,7,11,4,2,2,0,0,0,0,0,0,"Bullock, William C"
40014,2013-fa,ARTD,310,Intermediate Graphic Design I,2,10,7,1,1,1,1,0,0,0,0,1,0,1,"Meaney, Kathleen T"
92369,2013-fa,ARTD,410,Advanced Graphic Design I,6,11,5,5,2,0,0,1,0,0,0,0,0,0,"Tober, Bradley K"
67354,2013-fa,ARTD,445,Visiting Lecture Design Series,0,4,16,3,4,2,2,2,0,0,0,0,0,0,"Benson, Eric"
55623,2013-fa,ARTH,111,Ancient to Medieval Art,1,0,5,5,4,1,2,2,0,1,0,0,0,0,"Edwards, Emily K"
53018,2013-fa,ARTH,114,Introduction to East Asian Art,0,2,2,4,4,3,1,3,2,0,0,0,0,0,"Dorofeeva, Maria"
78601,2013-fa,ARTH,299,Sacred Arts of Africa,7,6,4,2,3,1,2,1,0,0,0,0,0,0,"Meier, Sandy"
55417,2013-fa,ARTS,251,Painting I,8,5,1,5,0,2,0,0,0,0,0,0,0,0,"Wennstrom, Laura F"
44765,2013-fa,ATMS,491,Computational Tech in Atmos Sc,2,18,4,0,1,0,1,0,0,0,0,0,0,0,"Chapman, William L"
78335,2013-fa,AVI,101,Private Pilot I,8,5,1,5,2,2,0,1,0,0,1,0,0,0,"Talleur, Donald A"
63796,2013-fa,AVI,497,Special Topics in Aviation,0,14,5,3,0,0,0,0,0,0,0,0,0,0,"Jones, William M"
